Fecha;Hora;Día;Nº Incidencia;sitrem;Carretera;MC30;Calzada;Localización;Enlace;Tipo de accidente;Tipo de colisión;Nº Vehículos implicados;Nº Turismos;Nº Motocicletas;Nº vehículos pesados;H.L.;hl;hg;vm;Daños al mobiliario urbano;Circulación;Estado del Firme;Presencia Recursos Externos;Corte Carril;Vertido;Grúa usuario;Grúa Propia EMESA;Grúa Movilidad;Factores Atmosféricos;Visibilidad señalización;Señalización de Peligro;Visibilidad restringida por;Aceras;Árboles;Vehículos denominación;Descripción del accidente;Daños causados al viario;Materiales utilizados;Observaciones
19/07/2016;15:30;;20160719-0023;C-P-ACC-01;M30;00NC50;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Congestionada;Seco y Limpio;P. Municipal;Si;No;No;No;No;Buen Tiempo;;;Sin Restricción;;;V1;Accidente entre 2 vehículos por alcance ocupando el carril derecho.;;;Cortado el carril derecho desde las 15:33 h hasta las 16:09 h
19/07/2016;15:50;;20160719-0025;C-P-ACC-01;M30;28XC50;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;1;1;;1;1;;;No;Densa;Seco y Limpio;P. Municipal y SAMUR;Si;No;No;No;No;Buen Tiempo;;;Sin Restricción;;;M2;Accidente entre 1 turismo y 1 motocicleta por alcance ocupando el carril izquierdo, con Policía Municipal los vehículos implicados son sacados fuera de zona. El motorista resulta herido leve.;;;Cortado el carril izquierdo desde las 16:05 h hasta las 16:10 h
19/07/2016;17:55;;20160719-0030;C-P-ACC-01;A2;04AT70;ENTRADA;Tronco;Superficie;Colisión de vehículos;Por alcance;5;5;;;;0;;;No;Congestionada;Seco y Limpio;P. Municipal;Si;No;Si;No;No;Buen Tiempo;;;Sin Restricción;;;V1;Accidente entre 5 vehículos por alcance ocupando el carril derecho.;;;Cortado el carril derecho desde las 17:55 h hasta las 18:43 h
20/07/2016;9:14;;20160720-0008;C-P-ACC-01;M30;31NC70;INTERIOR;Tronco;Superficie;Colisión de vehículos;Lateral;2;1;1;;;0;;;No;Fluida;Mojado;P. Municipal;No;No;No;No;No;Lluvia;;;Sin Restricción;;;V1;Accidente entre un turismo y un motorista en el 31NC70, antes de la llegada del vigilante V-1 ambos vehículos se trasladan al arcén del 32NC20. Sin heridos ni daños al patrimonio. Ambos vehículos se retiran por sus medios. ;;;
20/07/2016;19:43;;20160720-0030;C-P-ACC-01;M30;08XC00;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;3;3;;;1;1;;;No;Densa;Seco y Limpio;P. Municipal y SAMUR;Si;No;No;No;No;Buen Tiempo;;;Sin Restricción;;;V1 / V2;Accidente entre 3 vehículos por alcance ocupando el carril izquierdo y central. 1 herido leve dado de alta en el punto.;;;Cortado el carril izquierdo y central desde las 19:53 h hasta las 20:46 h
21/07/2016;9:53;;20160721-0009;T-P-ACC-01;M30;15RR74;INTERIOR;Ramal;Túnel;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Densa;Seco y Limpio;;Si;No;No;No;No;Buen Tiempo;;;Sin Restricción;;;AIAM Calderon;Accidente entre 2 vehículos por alcance ocupando el carril derecho. Sin heridos ni daños al patrimonio. Ambos vehículos se retiran del punto por sus medios.;;;Cortado el carril derecho desde las 09:54 h hasta las 09:59 h
21/07/2016;13:13;;20160721-0016; C-E-ACC-01;M30;00XC10;EXTERIOR;Tronco;Superficie;Salida de vía;Lateral;2;2;;;1;1;;;No;Congestionada;Seco y Limpio;P. Municipal y SAMUR;Si;No;No;No;No;Buen Tiempo;;;Sin Restricción;;;V2;Accidente entre 2 vehículos por alcance ocupando el carril izquierdo. 1 herido leve.;;;Cortado el carril izquierdo desde las 13:22 h hasta las 13:49 h
21/07/2016;15:14;;20160721-0021;C-P-ACC-01;M30;08RN00;EXTERIOR;Ramal;Superficie;Colisión de vehículos;Lateral;2;1;;1;;0;;;No;Densa;Seco y Limpio;P. Municipal;Si;No;No;No;No;Buen Tiempo;;;Sin Restricción;;;V1;Accidente entre 2 vehículos por alcance lateral ocupando parte de carril. Sin heridos ni daños al patrimonio.;;;Cortado parte de carril desde las 15:18 h hasta las 15:45 h
21/07/2016;15:32;;20160721-0022; C-E-ACC-01;M30;03XL50;EXTERIOR;VS;Superficie;Salida de vía;;1;;1;;;1;;;No;Fluida;Seco y Limpio;P. Municipal y SAMUR;No;No;Si;No;No;Buen Tiempo;;;Sin Restricción;;;M2;Accidente de 1 motorista por caída, cuando llega el vigilante dicho motorista se encuentra en el arcen derecho siendo atendido por el Samur y trasladado posteriormente a su mutua con pronostico reservado. La motocicleta es retirada por su grúa.;;;
21/07/2016;17:47;;20160721-0028; C-E-ACC-01;A4;12RR70;ENTRADA;Ramal;Superficie;Colisión de vehículos;Por alcance;2;2;;;;1;;;No;Fluida;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;No;No;Buen Tiempo;;;Sin Restricción;;;V1;Accidente entre 2 vehículos por alcance ocupando parte de carril. 1 herido sin pronosticar trasladado por el Samur al Hospital 12 de Octubre.;;;Cortado medio carril desde las 17:47 h hasta las 18:33 h
21/07/2016;18:29;;20160721-0031;T-P-ACC-01;A5;04FL80;SALIDA;Tronco;Túnel;Salida de vía;;1;1;;;;0;;;Si;Fluida;Seco y Limpio;P. Municipal;Si;No;No;Si;No;Buen Tiempo;;;Sin Restricción;;;AIAM Calderon / C-10;Vehículo averiado en el carril izquierdo que se golpea contra el bordillo causando daños en el. Sin heridos. Es retirado al exterior por la plataforma C-10 de Base Calderón.;Arañazos en el bordillo izquierdo desde el 04FL80 al 04FL82;;Cortado el carril izquierdo desde las 18:35 h hasta las 19:12 h
22/07/2016;13:07;;20160722-0017; C-E-ACC-01;M30;10NL60;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;1;2;;;No;Congestionada;Seco y Limpio;P. Municipal y SAMUR;Si;No;No;No;No;Buen Tiempo;;;Sin Restricción;;;V-1/V-2;Colisión alcance de 2 vehiculos.;;;
22/07/2016;13:38;;20160722-0020; C-E-ACC-01;M30;06NL70;INTERIOR;VS;Superficie;Otros;;1;;1;;1;1;;;No;Densa;Seco y Limpio;P. Municipal y SAMUR;No;No;No;No;No;Buen Tiempo;;;Sin Restricción;;;MOTO-8;accidente de moto en carril central;;;
22/07/2016;15:17;;20160722-0024;C-P-ACC-01;M30;30XC80;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;Si;No;Si;No;No;Buen Tiempo;;;Sin Restricción;;;V-2;Corto carril derecho por accidente.;;;
22/07/2016;16:03;;20160722-0028;C-P-ACC-01;M30;25XC60;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Congestionada;Seco y Limpio;P. Municipal;No;No;No;No;No;Buen Tiempo;;;Sin Restricción;;;V-2;Señalizo accidente en lao izquierdo dentro del corte de la obra.;;;
24/07/2016;1:41;;20160724-0001;;M30;09CC20;INTERIOR;Ramal;Superficie;Salida de vía;;1;1;;;;0;;;Si;Fluida;Seco y Limpio;P.M., SAMUR y Bomberos;No;No;Si;No;No;Buen Tiempo;;;Sin Restricción;;;V-1;salida de vía;1 hito, 2 barreras y 2 cpn;;
24/07/2016;18:27;;20160724-0007;C-P-ACC-01;M30;20NC90;INTERIOR;Tronco;Superficie;Colisión de vehículos;Lateral;2;2;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;No;No;Si;No;No;Buen Tiempo;;;Sin Restricción;;;V-1;Accidente entre 2 vehículos por alcance lateral. Sin heridos ni daños al patrimonio. Cuando llega el vigilante solo queda parado en el arcén 1 vehículo implicado a la espera de su grúa, el otro se retiró por sus medios.;;;
25/07/2016;20:44;;20160725-0016;T-P-ACC-01;A5;03FL53;SALIDA;Tronco;Túnel;Salida de vía;Lateral;1;1;;;;0;;;Si;Fluida;Seco y Limpio;P. Municipal;Si;No;No;Si;No;Buen Tiempo;;;Sin Restricción;;;AIAM Portugal / C-10;Accidente de 1 vehículo por salida de vía colisionando este contra el bordillo del hastial derecho. Es retirado por la plataforma C-10 de Base Calderón.;2 metros de arañazos en el bordillo del hastial derecho;;Cortado el carril derecho desde las 20:49 h hasta las 21:05 h
26/07/2016;13:13;;20160726-0009; C-E-ACC-01;M30;07NC70;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;3;2;;1;2;2;;;No;Densa;Seco y Limpio;P.M., SAMUR y Bomberos;Si;No;No;Si;No;Buen Tiempo;;;Sin Restricción;;;V-1 / V-2;Accidente entre 2 turismos y 1 camión por alcance ocupando el carril derecho. 3 heridos leves dados de alta en el punto.;;;Cortado el carril derecho desde las 13:13 h hasta las 14:15 h
27/07/2016;12:30;;20160727-0013;C-P-ACC-01;M30;32NC00;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;1;;;No;Fluida;Seco y Limpio;P. Municipal;Si;No;Si;No;No;Buen Tiempo;;;Sin Restricción;;;V-2;Accidente entre 2 vehículos por alcance. Cuando llega el vigilante solo se encuentra en el punto uno de los vehículos implicados que es retirado junto con Policía Municipal al arcén del PK 32+200 a la espera de su grúa. Sin heridos ni daños al patrimonio.;;;Cortado medio carril derecho e izquierdo desde las 12:40 h hasta las 13:00 h
27/07/2016;13:45;;20160727-0019;C-P-ACC-01;M30;07NC30;INTERIOR;Tronco;Superficie;Otros;;1;;1;;1;1;;;No;Fluida;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;No;No;Buen Tiempo;;;Sin Restricción;;;V-2;Accidente de 1 motorista por caída que resulta herido leve y dado de alta en el punto. Sin daños al patrimonio.;;;Cortado el carril derecho desde las 14:00 h hasta las 14:35 h
27/07/2016;22:01;;20160727-0039;T-P-ACC-01;M30;18RN74;EXTERIOR;Ramal;Túnel;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;Si;No;No;No;No;Buen Tiempo;;;Sin Restricción;;;AIAM Portugal;Accidente entre 2 vehículos por alcance al final del ramal 18RN con XC, ocupando la isleta central. Sin heridos ni daños al patrimonio. Ambos vehículos se retiran por sus medios.;;;Cortado el carril derecho desde las 22:05 h hasta las 22:21 h
28/07/2016;2:38;;20160728-0002; C-E-ACC-01;M30;05NC70;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;4;;;No;Fluida;Seco y Limpio;P.M., SAMUR y Bomberos;Si;No;No;No;Si;Buen Tiempo;;;Sin Restricción;;;V1/V2/E1;Colisión de vehículos en el carril derecho y central con heridos.4 heridos trasladados por Samur.;;;Corte 02:38 - 05:10
28/07/2016;5:39;;20160728-0003;T-P-ACC-01;M30;17NC63;INTERIOR;Tronco;Túnel;Salida de vía;Lateral;1;1;;;;0;;;Si;Fluida;Seco y Limpio;;Si;No;No;Si;No;Buen Tiempo;;;Sin Restricción;;;AIAM Calderon;Vehículo que golpea hastial izquierdo generandodaños al patrimonio (2 mts bordillo)no genera daños personales.Sacamos vehículo con grúa plataforma al exterior.;2 mts de bordillo;;Corte 05:45 - 06:07.
28/07/2016;7:50;;20160728-0005; C-E-ACC-01;M30;09XL50;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;2;1;;;No;Fluida;Seco y Limpio;P. Municipal y SAMUR;No;;;;;Buen Tiempo;;;Sin Restricción;;;V1/M4;Señalizar accidente de 2 vehículos en carril izquierdo.Lo pasamos al arcén derecho.Herido atendido en el punto (leve).;;;
28/07/2016;9:50;;20160728-0007;C-P-ACC-01;M30;01XL20;EXTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Densa;Seco y Limpio;P. Municipal;Si;No;Si;No;No;Buen Tiempo;;;Sin Restricción;;;V1;Aviso de accidente de 2 vehículos carril derecho.Lo pasamos a c/ Serrano Galvache.;;;Corte carril derecho 08:55 - 09:25
28/07/2016;15:50;;20160728-0023; C-E-ACC-01;M30;30NC90;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;3;2;;;No;Densa;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;No;No;Buen Tiempo;;;Sin Restricción;;;V2;Accidente en carril izquierdo (chapa).Señalizo con policía.Heridos de alta en en el punto. 3 veh 1  -   1 veh 2;;;Corte carril izquierdo 16:00 - 17:15
28/07/2016;18:55;;20160728-0035;C-P-ACC-01;M30;04XL10;EXTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;Si;No;;;;Buen Tiempo;;;Sin Restricción;;;V1;Colisión de 2 vehículos por alcance.;;;1/2 corte de carril derecho 19:00 - 19:40
29/07/2016;15:41;;20160729-0026; C-E-ACC-01;M30;05NL50;INTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;2;2;;;1;1;;;No;Densa;Seco y Limpio;P. Municipal y SAMUR;Si;No;No;No;No;Buen Tiempo;;;Sin Restricción;;;V1;Colisión de 2 vehículos en carril derecho. Los vehículos una vez terminada incidencia reanudan la marcha;;;
29/07/2016;20:10;;20160729-0041;C-P-ACC-01;M30;31NC20;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;3;3;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;Si;No;Si;No;No;Buen Tiempo;;;Sin Restricción;;;V2 / M2;Señalizar vehículos accidentados en 2 carriles derechos con grúa de EMESA nos trasladamos a anchurón del 32+200;;;
30/07/2016;4:49;;20160730-0006;C-P-ACC-01;M30;05NC10;INTERIOR;Tronco;Superficie;Salida de vía;;1;1;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;;;;;;Buen Tiempo;;;Sin Restricción;;;V1/V2;Vehículo con golpe en lado derecho delantero, con rueda reventada en arcén derecho, sin ocupantes señalizo hasta llegada de policía;;;
30/07/2016;15:48;;20160730-0015; C-E-ACC-01;M30;12RH50;INTERIOR;Ramal;Superficie;Colisión de vehículos;Por alcance;3;3;;;1;2;;;No;Fluida;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;No;No;Buen Tiempo;;;Sin Restricción;;;V1;Señalizar accidente por vehículo desconocido que pierde escalera y los demás vehículos colisionan por alcance en carril izquierdo. Herido leve y sin daños a patrimonio. El herido es dado de alta en el lugar;;;
01/08/2016;7:19;;20160801-0005; T-E-ACC-01;M30;15RR28;INTERIOR;Ramal;Túnel;Otros;;1;;1;;;0;1;;No;Fluida;Aceite;P. Municipal y SAMUR;Si;Si;No;No;Si;Buen Tiempo;Buena;;Sin Restricción;;;AIAM CALDERÓN;Caida de motorista, limpiamos y recogemos . El motorista es trasladado con pronostico reservado al Hospital Gómez Ulla. La moto es retirada por grúa movilidad.;;;
01/08/2016;8:30;;20160801-0007;C-P-ACC-01;M30;07XL80;EXTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;3;3;;;;0;;;No;Densa;Seco y Limpio;P. Municipal;No;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;M-4;Accidente por alcance 3 vehiculos sin heridos, en arcen derecho.;;;
01/08/2016;22:50;;20160801-0040; C-E-ACC-01;M30;07CL00;INTERIOR;Ramal;Superficie;Salida de vía;Lateral;1;1;;;1;3;;;No;Fluida;Seco y Limpio;P.M., SAMUR y Bomberos;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Salida de via con heridos, trasoadados, 1 leve, 1 sin pronostico. Corto transfer.;;;
02/08/2016;7:30;;20160802-0004;T-P-ACC-01;M30;14NC74;INTERIOR;Tronco;Túnel;Colisión obstaculo;;1;1;;;;0;;;No;Densa;Seco y Limpio;;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;AIAM VALENCIA;Vehiculo colisiona con hito que se encuentra en mitad de calzada, se lo sacamos y sigue por su medios.;;El hito no es nuestro.;
02/08/2016;8:23;;20160802-0005; C-E-ACC-01;M30;31NC50;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;1;1;;;No;Densa;Seco y Limpio;P. Municipal y SAMUR;No;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-2;Señalizo accidente en arcen derecho, herido leve, dado de alta en el punto.;;;
03/08/2016;6:48;;20160803-0007; C-E-ACC-01;M30;29NC50;INTERIOR;Tronco;Superficie;Colisión de vehículos;Frontal;2;2;;;1;1;;;No;Fluida;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-2;Sealizar accidente en carril derecho, sin daños a patrimonio y con herido leve, dado de alta en el lugar.;;;
03/08/2016;20:15;;20160803-0037;C-P-ACC-01;M30;31RK20;EXTERIOR;Ramal;Superficie;Salida de vía;;2;2;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;Si;;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-2;Caida de motoristas en ramal. A  mi llegada las motos se nah retirado por sus medios y SELUR hizo la limpieza;;;Corte 20:15 a 20:25
05/08/2016;0:38;;20160805-0004; C-E-ACC-01;M30;08NL50;INTERIOR;VS;Superficie;Salida de vía;Frontal;1;1;;;1;1;;;No;Fluida;Seco y Limpio;P. Municipal y SAMUR;Si;No;;;;Buen Tiempo;Buena;;Sin Restricción;;;V-2;Accidente vehiculo, choque frontal con muro. Herido leve, contusiones cuello y espalda, trasladado a Clinica Moncloa.;;;
05/08/2016;19:45;;20160805-0036; C-E-ACC-01;M30;12RV10;EXTERIOR;Ramal;Superficie;Colisión de vehículos;Por alcance;2;2;;;1;1;;;No;Fluida;Seco y Limpio;P. Municipal y SAMUR;Si;No;;;;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Accidente en carril derecho. Herido leve, dado de alta en el punto.;;;
05/08/2016;20:28;;20160805-0038; C-E-ACC-01;M30;09NL00;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;2;3;;;No;Densa;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1/V-2/M-3;Accidente con heridos en carril derecho. 2 heridos leves dados de alta en el lugar.;;;
05/08/2016;22:00;;20160805-0040;C-P-ACC-01;M30;08NC70;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;3;3;;;1;1;;;No;Densa;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Aviso accidente carriles derechos, 3 vehiculos, se corta 2 carriles derechos. Herido atendido en el punto.;;;
07/08/2016;6:25;;20160807-0006;C-E-ACC-01;M30;10RA10;INTERIOR;Ramal;Superficie;Salida de vía;;1;1;;;;0;1;;Si;Fluida;Seco y Limpio;P.M., SAMUR y Bomberos;Si;;;;;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Vehículo se sale de la vía contra bañera hitos y poste publicitario;1 bañera, 5 hitos;;Cierre de ramal 06:25 - 08:10
07/08/2016;7:30;;20160807-0007;T-P-ACC-01;M30;18RA14;INTERIOR;Ramal;Túnel;Salida de vía;Contra mediana;1;1;;;;0;;;No;Fluida;Seco y Limpio;;No;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;AIAM CALDERÓN;Vehiculo accidentado dale por sus medios, cerramos salida de emergencia 18RA03 desde fuera, desde dentro no funciona, no llega a cerrar del todo.;;;
07/08/2016;20:32;;20160807-0017; C-E-ACC-01;M30;07XL70;EXTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;2;2;;;1;1;;;No;Fluida;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1/V-2;Aviso señalizar accidente de 2 vehiculos carriles izquierdos, con herido atendido en el punto, se necesita 2 grúas. Se limpia restos de accidente.;;;
08/08/2016;10:45;;20160808-0008; C-E-ACC-01;M30;32RA00;INTERIOR;Ramal;Superficie;Colisión de vehículos;Por alcance;2;1;1;;;0;;1;No;Densa;Seco y Limpio;P.M., SAMUR y Bomberos;Si;No;Si;No;Si;Buen Tiempo;Buena;;Sin Restricción;;;M-2 / V-2;Accidente de 1 motorista que colisiona contra un turismo por detrás cuando este frena debido a los vehículos que circulan delante de él que también frenan. Dicho motorista resulta victima mortal.;;5 Kg de sepiolita gruesa y 3 bolsas;Se corta el ramal 32RA por orden de Policía Municipal desde las 10:49 h hasta las 13:30 h
09/08/2016;8:41;;20160809-0002; C-E-ACC-01;M30;09RL05;EXTERIOR;Ramal;Superficie;Colisión de vehículos;Lateral;2;1;1;;1;1;;;No;Fluida;Seco y Limpio;P. Municipal y SAMUR;No;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;M-4;Accidente entre 1 turismo y 1 motorista por alcance, 1 herido leve trasladado a su mutua por el Samur. Ambos vehículos son retirados por sus grúas.;;;
09/08/2016;10:45;;20160809-0005; C-E-ACC-01;A2;04AL50;SALIDA;Tronco;Superficie;Colisión de vehículos;Por alcance;3;3;;;;1;;;No;Fluida;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Accidente entre 3 vehículos por alcance en el carril izquierdo, según un usuario fue debido a unos hierros sobre la calzada, se desconoce la procedencia de estos y su situación cuando se originó dicho accidente. 1 herido con pronostico reservado trasladado al Hospital Ramon y Cajal.;;;
09/08/2016;15:15;;20160809-0018;C-P-ACC-01;M30;06NL80;INTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;2;1;1;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;No;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;M-3;Accidente entre un turismo y un motorista por alcance ocupando el arcén derecho. Sin heridos.;;;
09/08/2016;22:27;;20160809-0034;C-P-ACC-01;M30;30XC00;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;1;1;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;No;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Cuando llegan el vigilante V-1 observa a los vehículos implicados fuera de zona junto con Policía Municipal, estos informan que el turismo impacto con una bicicleta que estaba en el carril izquierdo sin ocupantes.;;;
10/08/2016;11:18;;20160810-0014;C-P-ACC-01;M23;99KT10;ENTRADA;Tronco;Superficie;Salida de vía;;1;1;;;;0;;;Si;Fluida;Seco y Limpio;;No;No;;;;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Vehículo se sale de la vía causando daños.Datos recogidos por un compañero de conservación.No foto vehículo,foto en parte de policía.Fotos daños.;3 Barreras - 3 CPN´S - Separadores;;
10/08/2016;15:03;;20160810-0023;C-P-ACC-01;M30;31NC80;INTERIOR;Tronco;Superficie;Salida de vía;;1;;1;;;1;;;No;Densa;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-2;Caída de moto en carriles derechos.Herido trasladado por Samur.;;;Corte 2 carriles derechos  15:15 - 16:30
11/08/2016;16:30;;20160811-0014;C-P-ACC-01;M30;05RA10;INTERIOR;Ramal;Superficie;Salida de vía;Lateral;1;1;;;;0;;;Si;Fluida;Seco y Limpio;P. Municipal;Si;Si;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;M-3/V-1/V-2;Accidente en margen derecho.;2 Barreras - 1 CPN suelto.;5 Kg Sepiolita fina - 10 l desengrasante - 1 Bolsa;Corte 1/2 carril derecho 16:35 - 17:30
11/08/2016;17:32;;20160811-0016;C-P-ACC-01;M30;06CC00;INTERIOR;Ramal;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;Si;Densa;Seco y Limpio;P. Municipal;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1/M-3;Aviso accidente 2 vehículos en transfer.;1 Hito antiguo;;Corte carril izquierdo de la v/s 17:32 - 18:10
12/08/2016;6:29;;20160812-0002;C-P-ACC-01;M11;00ML50;SALIDA;Tronco;Superficie;Salida de vía;;1;1;;;;0;;;Si;Fluida;Seco y Limpio;P. Municipal;No;No;No;No;Si;Buen Tiempo;Buena;;Sin Restricción;;;V1;Vehículo se sale de la víacausando daños en corte de obra y barreras.El vehículo se encuentra sin conductor.;4 New jersey plástico - 2 buhos de obra - panel direccional - 2 postes 3mts - 13 barreras - 12 CPN - 2 soportes panel direccional - 1 señal de prohibido adelantar - señal cambio de sentido 10x9;;
12/08/2016;6:35;;20160812-0003;C-P-ACC-01;M11;00ML70;SALIDA;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;No;No;No;No;Si;Buen Tiempo;Buena;;Sin Restricción;;;V2;Aviso:Accidente sindaños ni heridos.;;;
12/08/2016;7:00;;20160812-0004; C-E-ACC-01;M30;11NL00;INTERIOR;Tronco;Superficie;Salida de vía;;1;1;;;;0;1;;Si;Fluida;Seco y Limpio;P. Municipal y SAMUR;No;No;No;No;Si;Buen Tiempo;Buena;;Sin Restricción;;;M4/M.Álvaro;Accidente vehículo contra muro de hormigón lateral.Lo trasladan al Hospital 12 de Octubre con pronóstico bastante grave.El veh es retirado por la grúa de movilidad.ITE en el accidente.;;;
12/08/2016;7:40;;20160812-0005;C-E-ACC-01;M30;07CC00;INTERIOR;Ramal;Superficie;Salida de vía;;1;1;;;;0;;;Si;Fluida;Seco y Limpio;P. Municipal;Si;No;No;No;Si;Buen Tiempo;Buena;;Sin Restricción;;;M2/F64/V2;Señalizar vehículo accidentado en trnsfer.;2 hitos - 3 piezas amortiguador - 1 bañera;;Corte 07:48 - 09:03
12/08/2016;14:54;;20160812-0017; C-E-ACC-01;M30;09NL70;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;3;3;;;4;3;;;No;Congestionada;Seco y Limpio;P. Municipal y SAMUR;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1;Aviso: Accidente 4 vehículos carril izquierdo.3 heridos atendidos en el punto.;;;Corte 14:58 - 15:55
12/08/2016;15:03;;20160812-0018;C-P-ACC-01;M30;31NC80;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;5;5;;;;0;;;No;Densa;Seco y Limpio;P. Municipal;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Accidente en carril izquierdo señalizo con policía.;;4 Bolsas;Corte carril izquierdo 15:19 - 16:30
12/08/2016;19:10;;20160812-0028;C-P-ACC-01;M30;28XC50;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Accidente en carril central señalizo.;;;Corte central 19:10 - 19:27
12/08/2016;20:25;;20160812-0030; C-E-ACC-01;M30;29NC40;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;1;2;;;No;Fluida;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Accidente en carril central al saltarse uno de los coches un semáforo.Señalizo con policía.;;;Corte carril central 20:32 - 21:00
12/08/2016;20:52;;20160812-0033; C-E-ACC-01;M30;29NC90;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;1;1;;;1;;;No;Fluida;Seco y Limpio;P. Municipal y SAMUR;No;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1;Aviso:Accidente 2 vehículos carril izquierdo.Herido lo trasladadan a La Paz.;;;
