Unnamed: 0,Tipo de accidente,Descripción del accidente,preprocessed_text
918,Colisión de vehículos,Accidente por alcance entre 3 vehículos ocupando carril izquierdo. Sin heridos ni daños al patrimonio.,"['accidente', 'alcance', '3', 'vehiculos', 'ocupando', 'carril', 'izquierdo', 'heridos', 'daños', 'patrimonio']"
919,Colisión de vehículos,"Alcance entre motoristas UET. Las motos se retiran por sus medios, a mi llegada ya se han retirado.","['alcance', 'motoristas', 'uet', 'motos', 'retiran', 'medios', 'llegada', 'retirado']"
920,Colisión de vehículos,"Accidente por alcance entre 2 vehículos ocupando el apartadero izquierdo, el accidente por colisión sucedió en el túnel FT. 1 herido leve trasladado al Hospital Gomez Ulla. Ambos vehículos se retiran por sus medios.","['accidente', 'alcance', '2', 'vehiculos', 'ocupando', 'apartadero', 'izquierdo', 'accidente', 'colision', 'sucedio', 'tunel', 'ft', '1', 'herido', 'leve', 'trasladado', 'hospital', 'gomez', 'ulla', 'vehiculos', 'retiran', 'medios']"
921,Colisión de vehículos,"Accidente por alcance entre 4 vehículos, cuando llegan los AIAM solo quedan 3 vehículos implicados, 2 de ellos se retiran por sus medios y 1 es sacado al exterior por el híbrido de los AIAM. Sin heridos ni daños al patrimonio.","['accidente', 'alcance', '4', 'vehiculos', 'llegan', 'aiam', 'quedan', '3', 'vehiculos', 'implicados', '2', 'retiran', 'medios', '1', 'sacado', 'exterior', 'hibrido', 'aiam', 'heridos', 'daños', 'patrimonio']"
922,Colisión de vehículos,"Accidente por alcance entre 3 vehículos en el carril izquierdo, cuando llega el vigilante V-1 dichos vehículos implicados se encuentran en el arcén derecho junto con Policía Municipal. 1 herido leve dado de alta en el punto.","['accidente', 'alcance', '3', 'vehiculos', 'carril', 'izquierdo', 'llega', 'vigilante', 'v1', 'dichos', 'vehiculos', 'implicados', 'encuentran', 'arcen', 'derecho', 'policia', 'municipal', '1', 'herido', 'leve', 'alta', 'punto']"
923,Colisión de vehículos,"Accidente por alcance entre 1 turismo y 1 motorista, este resulta herido y trasladado por el SUMMA al hospital sin pronosticar. La motocicleta es retirada del punto por la grúa externa de Lopez Ollero y el turismo abandona la zona por sus medios.","['accidente', 'alcance', '1', 'turismo', '1', 'motorista', 'resulta', 'herido', 'trasladado', 'summa', 'hospital', 'pronosticar', 'motocicleta', 'retirada', 'punto', 'grua', 'externa', 'lopez', 'ollero', 'turismo', 'abandona', 'zona', 'medios']"
924,Colisión de vehículos,"Accidente por alcance entre 2 vehículos, cuando llega el vigilante M-1 solo queda 1 vehículo implicado ocupando el arcén derecho. Sin heridos ni daños al patrimonio.","['accidente', 'alcance', '2', 'vehiculos', 'llega', 'vigilante', 'm1', 'queda', '1', 'vehiculo', 'implicado', 'ocupando', 'arcen', 'derecho', 'heridos', 'daños', 'patrimonio']"
925,Colisión de vehículos,Accidente por alcance entre 2 motoristas ocupando el carril derecho. 1 herido grave trasladado al hospital.,"['accidente', 'alcance', '2', 'motoristas', 'ocupando', 'carril', 'derecho', '1', 'herido', 'grave', 'trasladado', 'hospital']"
926,Colisión de vehículos,"Accidente por alcance entre 2 vehículos ocupando el carril derecho. 1 herido leve dado de alta en el punto. Los vehículos implicados son trasladados al anchuron del PK 32+200 donde se quedan junto con Policía Municipal, el vigilante V-2 se retira.","['accidente', 'alcance', '2', 'vehiculos', 'ocupando', 'carril', 'derecho', '1', 'herido', 'leve', 'alta', 'punto', 'vehiculos', 'implicados', 'trasladados', 'anchuron', 'pk', '32200', 'quedan', 'policia', 'municipal', 'vigilante', 'v2', 'retira']"
927,Colisión de vehículos,Accidente por alcance entre 2 vehículos ocupando el carril derecho. Sin heridos ni daños al patrimonio. Uno de los vehículos implicados se retira por sus medios y el otro en la grúa externa de Lopez Ollero.,"['accidente', 'alcance', '2', 'vehiculos', 'ocupando', 'carril', 'derecho', 'heridos', 'daños', 'patrimonio', 'vehiculos', 'implicados', 'retira', 'medios', 'grua', 'externa', 'lopez', 'ollero']"
928,Colisión de vehículos,Accidente por alcance entre 3 vehículos en el carril derecho central. 1 herido leve dado de alta en el punto.,"['accidente', 'alcance', '3', 'vehiculos', 'carril', 'derecho', 'central', '1', 'herido', 'leve', 'alta', 'punto']"
929,Colisión de vehículos,Accidente por alcance entre 2 vehículos ocupando el carril derecho. 2 heridos leves dados de alta en el punto.,"['accidente', 'alcance', '2', 'vehiculos', 'ocupando', 'carril', 'derecho', '2', 'heridos', 'leves', 'dados', 'alta', 'punto']"
930,Colisión de vehículos,Accidente por alcance entre 2 vehículos ocupando el carril izquierdo. Sin heridos ni daños al patrimonio.,"['accidente', 'alcance', '2', 'vehiculos', 'ocupando', 'carril', 'izquierdo', 'heridos', 'daños', 'patrimonio']"
931,Colisión de vehículos,Accidente por alcance entre 2 vehículos ocupando 2 carriles derechos. 1 herido leve dado de alta en el punto.,"['accidente', 'alcance', '2', 'vehiculos', 'ocupando', '2', 'carriles', 'derechos', '1', 'herido', 'leve', 'alta', 'punto']"
932,Colisión de vehículos,"Señalizar accidente lateral con motorista implicado herido leve, trasladao al H. Ramón y Cajal y con daños al patrimonio.","['señalizar', 'accidente', 'lateral', 'motorista', 'implicado', 'herido', 'leve', 'trasladao', 'ramon', 'cajal', 'daños', 'patrimonio']"
933,Colisión de vehículos,"Accidente en arcen derecho. Se actia a grúa externa, pero sinalmente se lo lleva la grúa del usuario.","['accidente', 'arcen', 'derecho', 'actia', 'grua', 'externa', 'sinalmente', 'grua', 'usuario']"
934,Otros,Caida de motorista contra la baliza N-120,"['caida', 'motorista', 'baliza', 'n120']"
935,Colisión de vehículos,Aviso de accidente anulado,"['aviso', 'accidente', 'anulado']"
936,Colisión de vehículos,Accidente en carriles izquierdos. Herido leve dado de alta en el punto.,"['accidente', 'carriles', 'izquierdos', 'herido', 'leve', 'alta', 'punto']"
937,Colisión de vehículos,Colisión lateral de 2 vehiculos. Usuarios toman datos y reanudan marcha.,"['colision', 'lateral', '2', 'vehiculos', 'usuarios', 'toman', 'datos', 'reanudan', 'marcha']"
938,Colisión de vehículos,"Colisión vehicuo con otro. Los ocuoantes se encuentran bien, activamos F-12. cargamos y sacamos alexterior.","['colision', 'vehicuo', 'ocuoantes', 'encuentran', 'activamos', 'f12', 'cargamos', 'sacamos', 'alexterior']"
939,Colisión de vehículos,"Señalizo accidente sin heridos, corto carril central derecho y salida raml 10RC, policía solicita grúa movilidad para sacar el vehículo.","['señalizo', 'accidente', 'heridos', 'corto', 'carril', 'central', 'derecho', 'salida', 'raml', '10rc', 'policia', 'solicita', 'grua', 'movilidad', 'sacar', 'vehiculo']"
940,Salida de vía,Vehículo se sale de vía colisionando contra barrera margen izquierdo.,"['vehiculo', 'sale', 'via', 'colisionando', 'barrera', 'margen', 'izquierdo']"
941,Salida de vía,"Vehículo parado en carril izquierdo, me lo pasa a carril derecho, me dice que se ha golpeado con algo, no sabe con qué.","['vehiculo', 'parado', 'carril', 'izquierdo', 'pasa', 'carril', 'derecho', 'golpeado']"
942,Colisión de vehículos,"Avios Centro de Contro de accidente por alcance carril izquierdo, a mi llegada se encuentra policía y un solo vehículo, grúa de calle 30 saca el vehículo a anchurón pk 32+000.","['avios', 'centro', 'contro', 'accidente', 'alcance', 'carril', 'izquierdo', 'llegada', 'policia', 'vehiculo', 'grua', 'calle', '30', 'saca', 'vehiculo', 'anchuron', 'pk', '32000']"
943,Colisión de vehículos,"Accidente lateral dos motos, con heridos que son trasladados al gregorio marañón uno con pronóstico grave y otro leve.","['accidente', 'lateral', 'motos', 'heridos', 'trasladados', 'gregorio', 'marañon', 'pronostico', 'grave', 'leve']"
944,Colisión de vehículos,"Aviso Centro de Control accidente por alcance, a mi llegada se encuentra policía con los vehículos en arcén derecho, se solicita samur, los vehículos 2 y 3 se retiran por sus medios, moto grúa usuario.","['aviso', 'centro', 'control', 'accidente', 'alcance', 'llegada', 'policia', 'vehiculos', 'arcen', 'derecho', 'solicita', 'samur', 'vehiculos', '2', '3', 'retiran', 'medios', 'moto', 'grua', 'usuario']"
945,Colisión de vehículos,Accidente entre 2 vehículos por alcance que se retiran del punto por sus medios cuando llegan los AIAM de Base Valencia.,"['accidente', '2', 'vehiculos', 'alcance', 'retiran', 'punto', 'medios', 'llegan', 'aiam', 'base', 'valencia']"
946,Colisión de vehículos,"Accidente entre 4 vehículos por alcance, se cortan 2 carriles derechos y 2 heridos leves trasladados a distintos hospitales. 1 vehículo implicado es retirado por una grúa de movilidad y los otros 3 en sus grúas, Policía Municipal no quiere activar a la grúa externa de Lopez Ollero.","['accidente', '4', 'vehiculos', 'alcance', 'cortan', '2', 'carriles', 'derechos', '2', 'heridos', 'leves', 'trasladados', 'distintos', 'hospitales', '1', 'vehiculo', 'implicado', 'retirado', 'grua', 'movilidad', '3', 'gruas', 'policia', 'municipal', 'activar', 'grua', 'externa', 'lopez', 'ollero']"
948,Vuelco,"Accidente de 1 vehículo por salida de vía y que termina volcando, causa daños la patrimonio en barreras, 2 heridos sin pronosticar trasladados al hospital por el Samur. El vehículo implicado es retirado por la grúa de movilidad.","['accidente', '1', 'vehiculo', 'salida', 'via', 'termina', 'volcando', 'causa', 'daños', 'patrimonio', 'barreras', '2', 'heridos', 'pronosticar', 'trasladados', 'hospital', 'samur', 'vehiculo', 'implicado', 'retirado', 'grua', 'movilidad']"
949,Colisión de vehículos,"Accidente entre una motocicleta y un turismo, sin heridos ni daños al patrimonio. Cuando llegan los AIAM se encuentra en el punto Policía Municipal cortando el ramal 15RH. Ambos vehículos se retiran por sus medios cuando los conductores realizan el parte.","['accidente', 'motocicleta', 'turismo', 'heridos', 'daños', 'patrimonio', 'llegan', 'aiam', 'punto', 'policia', 'municipal', 'cortando', 'ramal', '15rh', 'vehiculos', 'retiran', 'medios', 'conductores', 'realizan']"
950,Colisión de vehículos,Accidente entre una motocicleta y un turismo ocupando el carril izquierdo. Sin heridos ni daños al patrimonio. Ambos vehículos se retiran del punto por sus medios cuando terminan de realizar el parte del accidente.,"['accidente', 'motocicleta', 'turismo', 'ocupando', 'carril', 'izquierdo', 'heridos', 'daños', 'patrimonio', 'vehiculos', 'retiran', 'punto', 'medios', 'terminan', 'accidente']"
951,Colisión de vehículos,"Accidente por alcance entre 4 vehículos ocupando el carril derecho. 1 herido leve dado de alta en el punto. Dos de los vehículos se retiran por sus medios, el tercero en su grúa particular y el cuarto lo retira el híbrido de los AIAM.","['accidente', 'alcance', '4', 'vehiculos', 'ocupando', 'carril', 'derecho', '1', 'herido', 'leve', 'alta', 'punto', 'vehiculos', 'retiran', 'medios', 'tercero', 'grua', 'particular', 'cuarto', 'retira', 'hibrido', 'aiam']"
952,Colisión de vehículos,"Accidente por alcance entre 2 vehículos, cuando llega el vigilante V-1 solo queda en el punto 1 vehículo implicado a la espera de su grúa. Sin heridos ni daños al patrimonio. Policía Municipal saca a zona urbana a los ocupantes de dicho vehículo.","['accidente', 'alcance', '2', 'vehiculos', 'llega', 'vigilante', 'v1', 'queda', 'punto', '1', 'vehiculo', 'implicado', 'espera', 'grua', 'heridos', 'daños', 'patrimonio', 'policia', 'municipal', 'saca', 'zona', 'urbana', 'ocupantes', 'vehiculo']"
953,Colisión de vehículos,Accidente por alcance entre 3 vehículos ocupando el carril derecho. Sin heridos ni daños al patrimonio. Los vehículos implicados se retira del punto por sus medios.,"['accidente', 'alcance', '3', 'vehiculos', 'ocupando', 'carril', 'derecho', 'heridos', 'daños', 'patrimonio', 'vehiculos', 'implicados', 'retira', 'punto', 'medios']"
954,Colisión de vehículos,Accidente por alcance entre 3 vehículos ocupando el carril derecho. Sin heridos ni daños al patrimonio. ,"['accidente', 'alcance', '3', 'vehiculos', 'ocupando', 'carril', 'derecho', 'heridos', 'daños', 'patrimonio']"
955,Colisión de vehículos,A mi llegada al 30+000 no hay nda policía los saco de la M30 queda un vehículo en la isleta del 31+300 (no señalizo).,"['llegada', '30000', 'nda', 'policia', 'saco', 'm30', 'queda', 'vehiculo', 'isleta', '31300', 'señalizo']"
956,Colisión de vehículos,"Accidente por lacance entre autobus y turismo.Con un herido leve,dado de alta en el lugar.","['accidente', 'lacance', 'autobus', 'turismocon', 'herido', 'levedado', 'alta']"
957,Colisión de vehículos,Samur en el punto.Accidente en carril izquierdo.Tres ocupantes son atendidos por Samur.Los vehículo reteirados por grúa usuarios y grúa M30.G.Civil los saca fuera.,"['samur', 'puntoaccidente', 'carril', 'izquierdotres', 'ocupantes', 'atendidos', 'samurlos', 'vehiculo', 'reteirados', 'grua', 'usuarios', 'grua', 'm30gcivil', 'saca']"
958,Colisión de vehículos,Colisión de 2 vehículos en el ramal 10RH,"['colision', '2', 'vehiculos', 'ramal', '10rh']"
959,Colisión de vehículos,Colisión de 2 vehículos en carril central. Al llegar al punto Policía ha trasladado a 8+500 VS arcén derecho,"['colision', '2', 'vehiculos', 'carril', 'central', 'llegar', 'punto', 'policia', 'trasladado', '8500', 'vs', 'arcen', 'derecho']"
960,Colisión de vehículos,"Pequeña colisión por alcance entre 2 vehículos, sin heridos ni daños en arcén derecho. Señalizo hasta retirada de estos por sus medios, una vez realizan parte amistoso","['pequeña', 'colision', 'alcance', '2', 'vehiculos', 'heridos', 'daños', 'arcen', 'derecho', 'señalizo', 'retirada', 'medios', 'realizan', 'amistoso']"
961,Colisión de vehículos,"Colisión alcance carrild erecho, sin heridos","['colision', 'alcance', 'carrild', 'erecho', 'heridos']"
962,Colisión de vehículos,Colisión lateral carril derecho sin heridos ni daños. A mi lllegada Policía y solo 1 vehículo en el punto que sacamos al 12RA arcen derecho hasta retirada en grúa propia.,"['colision', 'lateral', 'carril', 'derecho', 'heridos', 'daños', 'lllegada', 'policia', '1', 'vehiculo', 'punto', 'sacamos', '12ra', 'arcen', 'derecho', 'retirada', 'grua']"
963,Colisión de vehículos,Colisión lateral con salida de via margen izquierdo. Herido trasladado. Vehículos en grúa propias. ,"['colision', 'lateral', 'salida', 'via', 'margen', 'izquierdo', 'herido', 'trasladado', 'vehiculos', 'grua']"
965,Colisión de vehículos,"Colisión alcance 3 vehículos, sin heridos ni daños carril derecho. Corto medio carril derecho hasta retirada de vehículo 1 grúa propia, vehículo 2 por sus medios y vehículo 3 grúas Ollero hasta zona urbana","['colision', 'alcance', '3', 'vehiculos', 'heridos', 'daños', 'carril', 'derecho', 'corto', 'carril', 'derecho', 'retirada', 'vehiculo', '1', 'grua', 'vehiculo', '2', 'medios', 'vehiculo', '3', 'gruas', 'ollero', 'zona', 'urbana']"
966,Colisión de vehículos,"Colisión por alcance carril derecho,sin heridos ni daños.Un vehículo sale por sus medios y el otro grúa Ollero.","['colision', 'alcance', 'carril', 'derechosin', 'heridos', 'dañosun', 'vehiculo', 'sale', 'medios', 'grua', 'ollero']"
967,Colisión de vehículos,"Accidente de dos heridos leves,dados de alta en el punto.","['accidente', 'heridos', 'levesdados', 'alta', 'punto']"
968,Salida de vía,Accidente en carril izquierdo. El vehiculo 1 es golpeado por otro vehiculo que se da a la fuge. Con ayuda de Policía nos pasamod al carril izquierdo de 10RA,"['accidente', 'carril', 'izquierdo', 'vehiculo', '1', 'golpeado', 'vehiculo', 'fuge', 'ayuda', 'policia', 'pasamod', 'carril', 'izquierdo', '10ra']"
969,Colisión de vehículos,"Señalizar accidente por alcance en carril derecho sin daños, n i jeridos. El vehiculo nº 1 se retira en su grúa seguro. El vehiculo nº 2 por sus medios.","['señalizar', 'accidente', 'alcance', 'carril', 'derecho', 'daños', 'jeridos', 'vehiculo', 'nº', '1', 'retira', 'grua', 'seguro', 'vehiculo', 'nº', '2', 'medios']"
970,Colisión de vehículos,"Corto carril izquierdo por accidente, sin daños, con herido leve, trasladado para hacer placas. ","['corto', 'carril', 'izquierdo', 'accidente', 'daños', 'herido', 'leve', 'trasladado', 'placas']"
971,Salida de vía,"Señalizar accidente salida de via con daños a patrimonio, sin heridos, lo retira grúa movilidad. Positivo en prueba de alcoholemia","['señalizar', 'accidente', 'salida', 'via', 'daños', 'patrimonio', 'heridos', 'retira', 'grua', 'movilidad', 'positivo', 'prueba', 'alcoholemia']"
972,Salida de vía,Vehículo colisiona contra mocheta de entrada al ramal 15RH. Le saca su mutua,"['vehiculo', 'colisiona', 'mocheta', 'entrada', 'ramal', '15rh', 'saca', 'mutua']"
973,Colisión de vehículos,Alcance entre vehiculos carril derecho. Retirado por grúas usuarios.,"['alcance', 'vehiculos', 'carril', 'derecho', 'retirado', 'gruas', 'usuarios']"
974,Colisión de vehículos,"Aviso de C. Control accidente 2 vehiculos carril derecho, los pasamos al arcen derecho. No hay heridos.","['aviso', 'control', 'accidente', '2', 'vehiculos', 'carril', 'derecho', 'pasamos', 'arcen', 'derecho', 'heridos']"
975,Colisión de vehículos,Accidente en carril izquierdo. 1 herido leve trasladado. Se pasan vehículos a la isleta,"['accidente', 'carril', 'izquierdo', '1', 'herido', 'leve', 'trasladado', 'pasan', 'vehiculos', 'isleta']"
976,Colisión de vehículos,Señalizar accidente colisión por alcance cortando carril derecho central. Desde 08:08 a 08:16 y pasamos con Polcía a arcén derecho cortando carril derecho. Solicitado SAMUR. SAMUR traslada herido al Hospital Ramón y Cajal,"['señalizar', 'accidente', 'colision', 'alcance', 'cortando', 'carril', 'derecho', 'central', '0808', '0816', 'pasamos', 'polcia', 'arcen', 'derecho', 'cortando', 'carril', 'derecho', 'solicitado', 'samur', 'samur', 'traslada', 'herido', 'hospital', 'ramon', 'cajal']"
977,Otros,Caída de motorista de UET. Es atendido por SAMUR y trasladado. ITE acude al punto. En el mismo punto queda un turismo averiado que es retirado por grúa,"['caida', 'motorista', 'uet', 'atendido', 'samur', 'trasladado', 'ite', 'acude', 'punto', 'punto', 'queda', 'turismo', 'averiado', 'retirado', 'grua']"
978,Colisión de vehículos,Accidente por alcance en arcén derecho,"['accidente', 'alcance', 'arcen', 'derecho']"
979,Colisión de vehículos,Aviso de accidente de 3 vehículos en carril izquierdo. Sólo queda 1 que lo pasamos al anchurón PK 32,"['aviso', 'accidente', '3', 'vehiculos', 'carril', 'izquierdo', 'queda', '1', 'pasamos', 'anchuron', 'pk', '32']"
980,Colisión de vehículos,Accidente en carril derecho y central derecho. 1 herido trasladado al Hospital con pronóstico reservado,"['accidente', 'carril', 'derecho', 'central', 'derecho', '1', 'herido', 'trasladado', 'hospital', 'pronostico', 'reservado']"
981,Salida de vía,"Señalizar vehículo accidentado en carril derecho. Usuario asistido en el punto, se lo llevan detenido.","['señalizar', 'vehiculo', 'accidentado', 'carril', 'derecho', 'usuario', 'asistido', 'punto', 'llevan', 'detenido']"
982,Colisión de vehículos,Accidente por alcance de 3 vehículos en carril derecho.Se encuentra Movilidad que activa al Samur.Samur da de alta al paciente y nos retiramos del punto.Los vehículos salen por sus medios.,"['accidente', 'alcance', '3', 'vehiculos', 'carril', 'derechose', 'movilidad', 'activa', 'samursamur', 'alta', 'paciente', 'retiramos', 'puntolos', 'vehiculos', 'salen', 'medios']"
983,Colisión de vehículos,Accidente por alcance ocupando parte de carril derecho.,"['accidente', 'alcance', 'ocupando', 'carril', 'derecho']"
984,Colisión de vehículos,Accidente en carril derecho.Se retiran por sus medios.,"['accidente', 'carril', 'derechose', 'retiran', 'medios']"
986,Colisión de vehículos,Accidente en carril izquierdos.Sin heridos.,"['accidente', 'carril', 'izquierdossin', 'heridos']"
988,Colisión de vehículos,"Aviso de accidente en carril izquierdo.Se encuentran en carril derecho,los paso fuera de la M-30,","['aviso', 'accidente', 'carril', 'izquierdose', 'encuentran', 'carril', 'derecholos', 'paso', 'm30']"
989,Colisión de vehículos,Señalizar accidente en carril derecho.Heridos leves dados de alta en el punto.,"['señalizar', 'accidente', 'carril', 'derechoheridos', 'leves', 'dados', 'alta', 'punto']"
990,Colisión de vehículos,Accidente leve por alcance de dos vehículos.Se marchan por sus propios medios.,"['accidente', 'leve', 'alcance', 'vehiculosse', 'marchan', 'medios']"
991,Otros,Caída de motorista.Herido trasladado.,"['caida', 'motoristaherido', 'trasladado']"
992,Colisión de vehículos,Accidente en carriles centrales.Policía pasa los vehículos al arcén izquierdo del 31RJ.,"['accidente', 'carriles', 'centralespolicia', 'pasa', 'vehiculos', 'arcen', 'izquierdo', '31rj']"
993,Colisión de vehículos,Alcance entre vehículos carril izquierdo.Policía los retira al carril derecho.,"['alcance', 'vehiculos', 'carril', 'izquierdopolicia', 'retira', 'carril', 'derecho']"
994,Colisión de vehículos,Accidente en carril central derecho,"['accidente', 'carril', 'central', 'derecho']"
995,Colisión de vehículos,Señalizar vehículos accidentados en arcén derecho.Herido leve dado de alta en el lugar.,"['señalizar', 'vehiculos', 'accidentados', 'arcen', 'derechoherido', 'leve', 'alta']"
996,Colisión de vehículos,Aviso accidente de 2 vehículos.Trasladado un herido al Hospital La Paz.Lo sacamos fuera de la M-30,"['aviso', 'accidente', '2', 'vehiculostrasladado', 'herido', 'hospital', 'pazlo', 'sacamos', 'm30']"
997,Salida de vía,"Accidente de un turismo por salida de vía que colisiona contra la isleta y subiendose en el muro, causa daños al patrimonio. Sin heridos. Se corta la M-607 por orden de Policía Municipal.","['accidente', 'turismo', 'salida', 'via', 'colisiona', 'isleta', 'subiendose', 'muro', 'causa', 'daños', 'patrimonio', 'heridos', 'corta', 'm607', 'orden', 'policia', 'municipal']"
998,Colisión de vehículos,Accidente entre 2 vehículos por alcance que se encuentran ocupando el arcén derecho.,"['accidente', '2', 'vehiculos', 'alcance', 'encuentran', 'ocupando', 'arcen', 'derecho']"
999,Colisión de vehículos,Accidente entre 2 vehículos por alcance. Cuando llega el vigilante solo queda 1 vehículo implicado en el carril derecho a la espera de su grúa.,"['accidente', '2', 'vehiculos', 'alcance', 'llega', 'vigilante', 'queda', '1', 'vehiculo', 'implicado', 'carril', 'derecho', 'espera', 'grua']"
1001,Colisión de vehículos,Accidente por alcance en cruce de calles entre un turismo y un motorista que resulta fallecido. Se cortan 3 carriles.,"['accidente', 'alcance', 'cruce', 'calles', 'turismo', 'motorista', 'resulta', 'fallecido', 'cortan', '3', 'carriles']"
1002,Colisión de vehículos,"Accidente por alcance entre un turismo y un autobus, se les señaliza mientras los usuarios se intercambian datos y ambos se retiran por sus medios.","['accidente', 'alcance', 'turismo', 'autobus', 'señaliza', 'usuarios', 'intercambian', 'datos', 'retiran', 'medios']"
1003,Colisión de vehículos,"Accidente por alcance entre 3 turismos que causan daños en barreras, dos de ellos terminan volcando. Dos heridos graves trasladados a hospitales y otro leve también trasladado. ","['accidente', 'alcance', '3', 'turismos', 'causan', 'daños', 'barreras', 'terminan', 'volcando', 'heridos', 'graves', 'trasladados', 'hospitales', 'leve', 'trasladado']"
1004,Colisión de vehículos,Accidente por alcance entre 1 camión cargado con mercancias peligrosas (gasolina - gasoil) y 1 turismo. 1 herido leve dado de alta en el punto por el Samur. Ambos vehículos se retiran por sus medios. Se corta la vía de servicio.,"['accidente', 'alcance', '1', 'camion', 'cargado', 'mercancias', 'peligrosas', 'gasolina', 'gasoil', '1', 'turismo', '1', 'herido', 'leve', 'alta', 'punto', 'samur', 'vehiculos', 'retiran', 'medios', 'corta', 'via', 'servicio']"
1005,Colisión de vehículos,"Aviso accidente con heridos en carril derecho, 2 heridos, vehículo 2, trasladados sin pronosticar.","['aviso', 'accidente', 'heridos', 'carril', 'derecho', '2', 'heridos', 'vehiculo', '2', 'trasladados', 'pronosticar']"
1006,Vuelco,"Salida de vía lado derecho como resultado de vuelco en 2 carriles derechos, su,a en el punto, atien a 2 personal, una trasladada a la paz(leve), la otra alta en el punto. Corto 2 carriles derechos  del 32RC y 1 derecho de M11 salida para dar paso a los que vienen por 32RC.ITE 5509, dice que enviemos fotos a atestados de tráfico y que ellos nos facilitan datos del seguro, grúa movilidad.","['salida', 'via', 'derecho', 'como', 'resultado', 'vuelco', '2', 'carriles', 'derechos', 'sua', 'punto', 'atien', '2', 'personal', 'trasladada', 'pazleve', 'alta', 'punto', 'corto', '2', 'carriles', 'derechos', '32rc', '1', 'derecho', 'm11', 'salida', 'paso', 'vienen', '32rcite', '5509', 'enviemos', 'fotos', 'atestados', 'trafico', 'facilitan', 'datos', 'seguro', 'grua', 'movilidad']"
1007,Colisión de vehículos,"Colisión de vehículos con heridso en carril izquierdo y central, heridos trsladados por Samur.","['colision', 'vehiculos', 'heridso', 'carril', 'izquierdo', 'central', 'heridos', 'trsladados', 'samur']"
1008,Colisión de vehículos,"Colisión alcance 2 vehículos sin heridos ni daños carril derecho, se mueven vehículos al arcén derecho del 09XL70, corto 1/2 carril derecho hasta retirada de estos por sus medios, una vez toman datos y policía actúa.","['colision', 'alcance', '2', 'vehiculos', 'heridos', 'daños', 'carril', 'derecho', 'mueven', 'vehiculos', 'arcen', 'derecho', '09xl70', 'corto', '12', 'carril', 'derecho', 'retirada', 'medios', 'toman', 'datos', 'policia', 'actua']"
1009,Colisión de vehículos,"Colisión alcance, a mi llegada sólo 1 vehículo con policía carril derecho, movemos vehículo al carril derecho 04RN, hasta retirada de este en grúa policía, sin heridos ni daños.","['colision', 'alcance', 'llegada', '1', 'vehiculo', 'policia', 'carril', 'derecho', 'movemos', 'vehiculo', 'carril', 'derecho', '04rn', 'retirada', 'grua', 'policia', 'heridos', 'daños']"
1010,Salida de vía,Aviso:Accidente en ramal.Caída de motorista con heridos.Herido trasladado por Samur.,"['avisoaccidente', 'ramalcaida', 'motorista', 'heridosherido', 'trasladado', 'samur']"
1011,Colisión de vehículos,"Colisión por alcance de 3 vehículos,sin heridos ni daños carril derecho.Se retiran por sus medios,una vez hacen el parte.","['colision', 'alcance', '3', 'vehiculossin', 'heridos', 'daños', 'carril', 'derechose', 'retiran', 'mediosuna']"
1012,Colisión de vehículos,"Colisión por alcance entre 2 vehículos,sin heridos ni daños.Corto carril derecho hasta la retirada del veh 1 por sus medios y veh 2 por grúa Ollero.","['colision', 'alcance', '2', 'vehiculossin', 'heridos', 'dañoscorto', 'carril', 'derecho', 'retirada', 'veh', '1', 'medios', 'veh', '2', 'grua', 'ollero']"
1015,Colisión de vehículos,Accidente por alcance entre 2 vehículos. Sin heridos ni daños al patrimonio. Ambos vehículos implicados se retiran del punto por sus medios.,"['accidente', 'alcance', '2', 'vehiculos', 'heridos', 'daños', 'patrimonio', 'vehiculos', 'implicados', 'retiran', 'punto', 'medios']"
1016,Otros,"Accidente de un motorista por caída, este resulta herido leve y trasladado por el Samur al Hospital Ramon y Cajal. Colisionando contra la isleta central y causa daños en el balizamiento. Motocicleta retirada por su grúa del seguro.","['accidente', 'motorista', 'caida', 'resulta', 'herido', 'leve', 'trasladado', 'samur', 'hospital', 'ramon', 'cajal', 'colisionando', 'isleta', 'central', 'causa', 'daños', 'balizamiento', 'motocicleta', 'retirada', 'grua', 'seguro']"
1017,Colisión de vehículos,Accidente entre 2 vehículos por alcance que se encuentran ocupando el arcén derecho. Sin heridos ni daños al patrimonio.,"['accidente', '2', 'vehiculos', 'alcance', 'encuentran', 'ocupando', 'arcen', 'derecho', 'heridos', 'daños', 'patrimonio']"
1018,Colisión de vehículos,Accidente entre 2 vehículos por alcance que se encuentran ocupando el carril derecho. Sin heridos ni daños al patrimonio. Ambos se retiran del punto por sus medios.,"['accidente', '2', 'vehiculos', 'alcance', 'encuentran', 'ocupando', 'carril', 'derecho', 'heridos', 'daños', 'patrimonio', 'retiran', 'punto', 'medios']"
1019,Salida de vía,"Salida de via. Golpea balizamiento y 5 barreras, 3 IPN mas cilindros. La bañera es sustituida por otra.","['salida', 'via', 'golpea', 'balizamiento', '5', 'barreras', '3', 'ipn', 'cilindros', 'bañera', 'sustituida']"
1020,Colisión de vehículos,Colisión de vehículos en carriles centrales sin heridos. Retiramos vehiculo 1 a carril derecho,"['colision', 'vehiculos', 'carriles', 'centrales', 'heridos', 'retiramos', 'vehiculo', '1', 'carril', 'derecho']"
